,發生年,發生月,發生日,發生時,發生分,處理別,區序,肇事地點,死亡人數,2-30日死亡人數,受傷人數,當事人序,車種,天候,光線,道路類別,速限,道路型態,事故位置,路面狀況1,路面狀況2,路面狀況3,道路障礙1,道路障礙2,號誌1,號誌2,車道劃分-分向,車道劃分-分道1,車道劃分-分道2,車道劃分-分道3,事故類型及型態,性別,年齡,受傷程度,主要傷處,保護裝置,行動電話,當事者行動狀態,駕駛資格情形,駕駛執照種類,飲酒情形,車輛撞擊部位1,車輛撞擊部位2,肇因碼-個別,肇因碼-主要,個人肇逃否,職業,旅次目的,X,Y
19146,109,5,8,14,2,2,05中正區,中正區思源街1號與思源街口對面,0,0,2,1,C03,8,1,5,50,3,1,1,5,4,5,7,1,1,1,4,5,1,17,1,78.0,2.0,8.0,1.0,1.0,7.0,5.0,1.0,10.0,2.0,14.0,8.0,8,1.0,22.0,9.0,121.5302302,25.01353049
19147,109,5,8,14,2,2,05中正區,中正區思源街1號與思源街口對面,0,0,2,2,C03,8,1,5,50,3,1,1,5,4,5,7,1,1,1,4,5,1,17,2,33.0,2.0,9.0,1.0,1.0,7.0,9.0,1.0,10.0,2.0,12.0,44.0,8,1.0,22.0,9.0,121.5302302,25.01353049
19150,109,5,8,14,20,2,05中正區,中正區延平南路272號,0,0,1,1,B03,8,1,5,50,14,9,1,5,4,5,7,4,4,5,4,5,2,17,1,72.0,3.0,10.0,1.0,1.0,7.0,14.0,1.0,8.0,1.0,2.0,40.0,40,1.0,22.0,9.0,121.5072495,25.03222008
19151,109,5,8,14,20,2,05中正區,中正區延平南路272號,0,0,1,2,C03,8,1,5,50,14,9,1,5,4,5,7,4,4,5,4,5,2,17,1,24.0,2.0,9.0,1.0,1.0,7.0,9.0,1.0,10.0,1.0,14.0,44.0,40,1.0,22.0,9.0,121.5072495,25.03222008
19152,109,5,8,14,20,2,05中正區,中正區延平南路272號,0,0,1,3,H02,8,1,5,50,14,9,1,5,4,5,7,4,4,5,4,5,2,17,1,59.0,3.0,10.0,1.0,1.0,7.0,19.0,8.0,20.0,1.0,16.0,56.0,40,1.0,22.0,9.0,121.5072495,25.03222008
19153,109,5,8,14,20,2,05中正區,中正區延平南路272號,0,0,1,4,H02,8,1,5,50,14,9,1,5,4,5,7,4,4,5,4,5,2,17,2,24.0,4.0,11.0,1.0,5.0,7.0,20.0,8.0,20.0,10.0,16.0,67.0,40,1.0,22.0,9.0,121.5072495,25.03222008
19162,109,5,8,15,30,2,05中正區,中正區徐州路2號,0,0,1,1,B01,8,1,5,50,14,13,1,5,4,5,7,4,4,9,4,4,1,12,1,62.0,3.0,10.0,1.0,1.0,7.0,6.0,1.0,4.0,1.0,2.0,9.0,9,1.0,22.0,9.0,121.5192468,25.04167658
19163,109,5,8,15,30,2,05中正區,中正區徐州路2號,0,0,1,2,C03,8,1,5,50,14,13,1,5,4,5,7,4,4,9,4,4,1,12,2,32.0,2.0,9.0,1.0,1.0,7.0,9.0,1.0,10.0,1.0,14.0,23.0,9,1.0,22.0,9.0,121.5192468,25.04167658
19166,109,5,8,15,40,2,05中正區,中正區和平西路1段與寧波西街口,0,0,1,1,A01,8,1,5,50,4,1,1,5,4,5,7,1,1,1,4,5,2,9,1,47.0,3.0,10.0,1.0,1.0,7.0,15.0,1.0,2.0,1.0,1.0,44.0,44,1.0,22.0,9.0,121.5120769,25.02913925
19167,109,5,8,15,40,2,05中正區,中正區和平西路1段與寧波西街口,0,0,1,2,H02,8,1,5,50,4,1,1,5,4,5,7,1,1,1,4,5,2,9,1,50.0,2.0,9.0,2.0,5.0,7.0,17.0,8.0,20.0,1.0,16.0,67.0,44,1.0,22.0,9.0,121.5120769,25.02913925
19175,109,5,8,17,27,2,05中正區,中正區仁愛路2段9號北側附近,0,0,1,1,B12,8,1,5,50,14,9,1,5,4,5,7,4,4,1,4,5,2,12,1,37.0,3.0,10.0,3.0,1.0,7.0,8.0,1.0,8.0,2.0,8.0,44.0,44,1.0,4.0,4.0,121.526113,25.03839197
19176,109,5,8,17,27,2,05中正區,中正區仁愛路2段9號北側附近,0,0,1,2,C03,8,1,5,50,14,9,1,5,4,5,7,4,4,1,4,5,2,12,1,20.0,2.0,9.0,1.0,1.0,7.0,4.0,1.0,10.0,2.0,12.0,23.0,44,1.0,18.0,5.0,121.526113,25.03839197
19177,109,5,8,18,16,2,05中正區,中正區林森北路與北平東路口,0,0,1,1,B03,7,3,5,50,4,1,1,5,4,5,7,2,1,5,4,5,2,17,1,69.0,3.0,10.0,3.0,4.0,7.0,5.0,1.0,8.0,2.0,1.0,6.0,6,1.0,22.0,9.0,121.5238023,25.04634901
19178,109,5,8,18,16,2,05中正區,中正區林森北路與北平東路口,0,0,1,2,C03,7,3,5,50,4,1,1,5,4,5,7,2,1,5,4,5,2,17,2,21.0,2.0,9.0,3.0,4.0,7.0,9.0,1.0,10.0,2.0,14.0,44.0,6,1.0,22.0,9.0,121.5238023,25.04634901
19227,109,5,9,9,38,2,05中正區,中正區汀州路3段101號,0,0,1,1,B01,8,1,5,50,14,7,1,5,4,5,7,1,1,5,4,4,2,17,1,65.0,3.0,10.0,1.0,1.0,7.0,12.0,1.0,4.0,2.0,6.0,44.0,44,1.0,22.0,9.0,121.5295046,25.01699259
19228,109,5,9,9,38,2,05中正區,中正區汀州路3段101號,0,0,1,2,C03,8,1,5,50,14,7,1,5,4,5,7,1,1,5,4,4,2,17,2,54.0,2.0,9.0,1.0,1.0,7.0,9.0,1.0,10.0,2.0,11.0,23.0,44,1.0,22.0,9.0,121.5295046,25.01699259
19235,109,5,9,10,30,2,05中正區,中正區漢口街1段與懷寧街口,0,0,2,1,C03,8,1,5,50,4,1,1,5,4,5,7,3,1,10,4,5,2,3,1,25.0,2.0,9.0,1.0,1.0,7.0,9.0,3.0,18.0,1.0,11.0,15.0,15,1.0,22.0,9.0,121.514219,25.04514474
19236,109,5,9,10,30,2,05中正區,中正區漢口街1段與懷寧街口,0,0,2,2,H01,8,1,5,50,4,1,1,5,4,5,7,3,1,10,4,5,2,3,2,21.0,2.0,9.0,4.0,5.0,8.0,16.0,8.0,20.0,10.0,16.0,67.0,15,1.0,22.0,9.0,121.514219,25.04514474
19267,109,5,9,13,18,2,05中正區,中正區重慶南路3段141號,0,0,1,1,C04,8,1,5,30,14,9,1,5,4,5,7,4,4,3,4,5,2,17,2,22.0,2.0,1.0,1.0,1.0,7.0,9.0,1.0,8.0,1.0,11.0,42.0,42,1.0,22.0,9.0,121.5169314,25.0234981
19268,109,5,9,13,18,2,05中正區,中正區重慶南路3段141號,0,0,1,2,B03,8,1,5,30,14,9,1,5,4,5,7,4,4,3,4,5,2,17,1,35.0,3.0,10.0,3.0,1.0,7.0,13.0,1.0,8.0,1.0,3.0,38.0,42,1.0,22.0,9.0,121.5169314,25.0234981
19329,109,5,9,20,20,2,05中正區,中正區市民大道1段與中山北路1段口,0,0,1,1,B03,8,1,5,50,4,2,1,5,4,5,7,1,1,1,4,5,2,12,1,24.0,3.0,10.0,1.0,1.0,7.0,9.0,1.0,8.0,1.0,2.0,44.0,44,1.0,22.0,9.0,121.5208091,25.04801507
19330,109,5,9,20,20,2,05中正區,中正區市民大道1段與中山北路1段口,0,0,1,2,C03,8,1,5,50,4,2,1,5,4,5,7,1,1,1,4,5,2,12,1,24.0,2.0,9.0,1.0,1.0,7.0,7.0,1.0,10.0,1.0,14.0,7.0,44,1.0,22.0,9.0,121.5208091,25.04801507
19382,109,5,10,13,1,2,05中正區,中正區重慶北路1段與鄭州路口,0,0,1,1,B03,8,1,5,40,4,1,1,5,4,5,7,1,1,1,4,1,2,16,2,50.0,3.0,10.0,1.0,1.0,7.0,5.0,1.0,8.0,2.0,2.0,8.0,8,1.0,22.0,9.0,121.513331,25.04925452
19384,109,5,10,13,1,2,05中正區,中正區重慶北路1段與鄭州路口,0,0,1,2,C03,8,1,5,40,4,1,1,5,4,5,7,1,1,1,4,1,2,16,1,36.0,2.0,9.0,1.0,1.0,7.0,9.0,1.0,10.0,2.0,11.0,44.0,8,1.0,22.0,9.0,121.513331,25.04925452
19409,109,5,10,16,25,2,05中正區,中正區中山北路1段與市民大道2段口,0,0,1,1,B03,6,1,5,50,4,1,1,4,4,5,7,1,1,1,4,5,2,17,1,27.0,3.0,10.0,1.0,1.0,7.0,6.0,1.0,8.0,1.0,5.0,9.0,9,1.0,22.0,9.0,121.520798,25.04791818
19410,109,5,10,16,25,2,05中正區,中正區中山北路1段與市民大道2段口,0,0,1,2,C03,6,1,5,50,4,1,1,4,4,5,7,1,1,1,4,5,2,17,1,25.0,2.0,9.0,1.0,1.0,7.0,9.0,1.0,10.0,1.0,11.0,44.0,9,1.0,22.0,9.0,121.520798,25.04791818
19487,109,5,11,8,30,2,05中正區,中正區中山南路2巷5號對面,0,0,1,1,C03,8,1,5,30,14,9,1,5,4,5,7,4,4,10,5,5,2,17,1,26.0,2.0,7.0,1.0,1.0,7.0,5.0,1.0,10.0,1.0,14.0,8.0,8,1.0,22.0,9.0,121.5178964,25.04529125
19488,109,5,11,8,30,2,05中正區,中正區中山南路2巷5號對面,0,0,1,2,C03,8,1,5,30,14,9,1,5,4,5,7,4,4,10,5,5,2,17,1,55.0,3.0,10.0,1.0,1.0,7.0,9.0,1.0,10.0,1.0,12.0,23.0,8,1.0,22.0,9.0,121.5178964,25.04529125
19517,109,5,11,11,20,2,05中正區,中正區汀州路1段與汀州路1段92巷口口,0,0,1,1,B12,8,1,5,50,3,1,1,5,4,5,7,1,1,9,5,5,2,16,1,67.0,3.0,10.0,1.0,1.0,7.0,5.0,1.0,8.0,2.0,4.0,25.0,25,1.0,22.0,9.0,121.5074638,25.0303268
19518,109,5,11,11,20,2,05中正區,中正區汀州路1段與汀州路1段92巷口口,0,0,1,2,C03,8,1,5,50,3,1,1,5,4,5,7,1,1,9,5,5,2,16,1,44.0,2.0,9.0,1.0,1.0,7.0,9.0,1.0,10.0,2.0,11.0,44.0,25,1.0,22.0,9.0,121.5074638,25.0303268
19526,109,5,11,12,55,2,05中正區,中正區武昌街1段與中華路1段口,0,0,1,1,C03,8,1,5,50,4,2,1,5,4,5,7,2,1,5,4,5,2,17,1,26.0,2.0,9.0,3.0,4.0,7.0,9.0,1.0,10.0,1.0,11.0,23.0,23,1.0,22.0,9.0,121.509077,25.04422976
19527,109,5,11,12,55,2,05中正區,中正區武昌街1段與中華路1段口,0,0,1,2,B03,8,1,5,50,4,2,1,5,4,5,7,2,1,5,4,5,2,17,2,48.0,3.0,10.0,3.0,4.0,7.0,15.0,1.0,8.0,1.0,3.0,44.0,23,1.0,22.0,9.0,121.509077,25.04422976
19557,109,5,11,16,50,2,05中正區,中正區中華路2段315巷5弄與西藏路口,0,0,1,1,F01,8,1,5,50,3,1,1,5,4,1,7,2,1,5,4,5,2,15,1,65.0,2.0,7.0,4.0,1.0,7.0,9.0,8.0,20.0,2.0,16.0,25.0,25,1.0,22.0,9.0,121.5050216,25.03009635
19558,109,5,11,16,50,2,05中正區,中正區中華路2段315巷5弄與西藏路口,0,0,1,2,C03,8,1,5,50,3,1,1,5,4,1,7,2,1,5,4,5,2,15,1,30.0,3.0,10.0,1.0,1.0,7.0,9.0,1.0,10.0,2.0,12.0,13.0,25,1.0,22.0,9.0,121.5050216,25.03009635
19583,109,5,11,18,40,2,05中正區,中正區三元街與寧波西街口,0,0,2,1,C03,7,3,5,50,4,1,1,5,4,5,7,1,1,3,4,4,2,11,1,18.0,2.0,9.0,1.0,1.0,7.0,5.0,1.0,10.0,2.0,11.0,6.0,6,1.0,22.0,9.0,121.5113811,25.0280058
19584,109,5,11,18,40,2,05中正區,中正區三元街與寧波西街口,0,0,2,2,C03,7,3,5,50,4,1,1,5,4,5,7,1,1,3,4,4,2,11,1,34.0,2.0,9.0,1.0,1.0,7.0,9.0,1.0,10.0,2.0,11.0,44.0,6,1.0,22.0,9.0,121.5113811,25.0280058
19665,109,5,12,9,20,2,05中正區,中正區中華路2段與中華路2段307巷口,0,0,1,1,B03,6,1,5,50,3,1,1,4,4,5,7,4,4,5,5,5,2,17,1,46.0,3.0,10.0,1.0,1.0,7.0,5.0,1.0,8.0,1.0,15.0,6.0,6,1.0,22.0,9.0,121.505896,25.02919449
19666,109,5,12,9,20,2,05中正區,中正區中華路2段與中華路2段307巷口,0,0,1,2,C03,6,1,5,50,3,1,1,4,4,5,7,4,4,5,5,5,2,17,1,26.0,2.0,3.0,1.0,1.0,7.0,9.0,1.0,10.0,1.0,14.0,42.0,6,1.0,22.0,9.0,121.505896,25.02919449
19696,109,5,12,11,30,2,05中正區,中正區新生南路1段170巷與信義路2段243巷口,0,0,1,1,B03,6,1,5,30,4,1,1,4,4,5,7,4,4,9,4,5,2,17,1,54.0,3.0,10.0,3.0,4.0,7.0,5.0,1.0,8.0,1.0,1.0,6.0,6,1.0,22.0,9.0,121.5311571,25.03420638
19697,109,5,12,11,30,2,05中正區,中正區新生南路1段170巷與信義路2段243巷口,0,0,1,2,C03,6,1,5,30,4,1,1,4,4,5,7,4,4,9,4,5,2,17,1,42.0,2.0,8.0,3.0,4.0,7.0,15.0,1.0,10.0,1.0,12.0,44.0,6,1.0,22.0,9.0,121.5311571,25.03420638
19702,109,5,12,12,41,2,05中正區,中正區鄭州路與承德路1段口,0,0,1,1,C03,6,1,5,40,4,1,1,4,4,5,7,1,1,1,4,5,1,15,1,22.0,2.0,9.0,1.0,1.0,7.0,9.0,1.0,10.0,1.0,11.0,6.0,6,1.0,22.0,9.0,121.5163399,25.04863476
19703,109,5,12,12,41,2,05中正區,中正區鄭州路與承德路1段口,0,0,1,2,B03,6,1,5,40,4,1,1,4,4,5,7,1,1,1,4,5,1,15,1,37.0,3.0,10.0,1.0,1.0,7.0,9.0,1.0,8.0,1.0,2.0,25.0,6,1.0,22.0,9.0,121.5163399,25.04863476
19728,109,5,12,14,38,2,05中正區,中正區林森南路43號,0,0,2,1,C03,7,1,5,50,14,9,1,5,4,5,7,4,4,5,4,5,2,13,2,23.0,2.0,9.0,1.0,1.0,7.0,9.0,1.0,10.0,1.0,11.0,23.0,23,1.0,22.0,9.0,121.522137,25.04054371
19729,109,5,12,14,38,2,05中正區,中正區林森南路43號,0,0,2,2,C03,7,1,5,50,14,9,1,5,4,5,7,4,4,5,4,5,2,13,1,38.0,2.0,9.0,1.0,1.0,7.0,9.0,1.0,10.0,1.0,13.0,26.0,23,1.0,22.0,9.0,121.522137,25.04054371
19747,109,5,12,17,20,2,05中正區,中正區思源街16號與思源街口,0,0,2,1,C03,7,1,5,50,3,2,1,5,4,5,7,1,1,3,4,4,2,13,1,64.0,2.0,9.0,1.0,1.0,7.0,9.0,1.0,10.0,2.0,11.0,23.0,23,1.0,22.0,9.0,121.53033,25.01360405
19748,109,5,12,17,20,2,05中正區,中正區思源街16號與思源街口,0,0,2,2,C03,7,1,5,50,3,2,1,5,4,5,7,1,1,3,4,4,2,13,1,32.0,2.0,9.0,1.0,1.0,7.0,14.0,1.0,10.0,2.0,13.0,44.0,23,1.0,22.0,9.0,121.53033,25.01360405
19770,109,5,12,18,58,2,05中正區,中正區中華路1段與長沙街1段口,0,0,3,1,C03,7,3,5,50,5,1,1,5,4,5,7,2,1,1,4,1,2,16,2,34.0,2.0,9.0,1.0,1.0,7.0,5.0,1.0,10.0,2.0,14.0,43.0,43,1.0,22.0,9.0,121.5079542,25.04050374
19771,109,5,12,18,58,2,05中正區,中正區中華路1段與長沙街1段口,0,0,3,2,C03,7,3,5,50,5,1,1,5,4,5,7,2,1,1,4,1,2,16,1,25.0,2.0,9.0,1.0,1.0,7.0,9.0,1.0,9.0,2.0,12.0,43.0,43,1.0,22.0,9.0,121.5079542,25.04050374
19772,109,5,12,18,58,2,05中正區,中正區中華路1段與長沙街1段口,0,0,3,3,H02,7,3,5,50,5,1,1,5,4,5,7,2,1,1,4,1,2,16,1,34.0,2.0,9.0,4.0,5.0,7.0,20.0,8.0,20.0,10.0,16.0,67.0,43,1.0,22.0,9.0,121.5079542,25.04050374
19816,109,5,13,7,57,2,05中正區,中正區中華路1段與漢口街1段口,0,0,2,1,C03,8,1,5,50,4,2,1,5,4,5,7,2,1,10,5,5,2,17,1,47.0,4.0,11.0,3.0,4.0,7.0,5.0,7.0,19.0,11.0,15.0,8.0,8,2.0,22.0,9.0,121.5093028,25.04518425
19817,109,5,13,7,57,2,05中正區,中正區中華路1段與漢口街1段口,0,0,2,2,C03,8,1,5,50,4,2,1,5,4,5,7,2,1,10,5,5,2,17,1,36.0,2.0,9.0,1.0,1.0,7.0,9.0,1.0,10.0,1.0,15.0,44.0,8,1.0,22.0,1.0,121.5093028,25.04518425
19818,109,5,13,7,57,2,05中正區,中正區中華路1段與漢口街1段口,0,0,2,3,H02,8,1,5,50,4,2,1,5,4,5,7,2,1,10,5,5,2,17,1,5.0,2.0,9.0,1.0,1.0,7.0,21.0,8.0,20.0,10.0,16.0,67.0,8,1.0,13.0,2.0,121.5093028,25.04518425
19864,109,5,13,10,15,2,05中正區,中正區南昌路1段與寧波西街口,0,0,1,1,C03,8,1,5,50,4,1,1,5,4,5,7,2,1,10,4,5,2,16,1,24.0,3.0,10.0,1.0,1.0,7.0,5.0,1.0,10.0,1.0,14.0,8.0,8,1.0,22.0,9.0,121.5175569,25.03071288
19868,109,5,13,10,15,2,05中正區,中正區南昌路1段與寧波西街口,0,0,1,2,C03,8,1,5,50,4,1,1,5,4,5,7,2,1,10,4,5,2,16,1,28.0,2.0,8.0,1.0,1.0,7.0,9.0,1.0,10.0,1.0,11.0,44.0,8,1.0,22.0,9.0,121.5175569,25.03071288
19889,109,5,13,12,55,2,05中正區,中正區忠孝東路1段與中山北路1段口,0,0,1,1,A02,8,1,5,50,4,2,1,5,4,5,7,2,1,1,4,4,2,9,1,42.0,3.0,10.0,3.0,4.0,7.0,15.0,1.0,2.0,2.0,15.0,43.0,43,1.0,22.0,9.0,121.5197971,25.04573801
19890,109,5,13,12,55,2,05中正區,中正區忠孝東路1段與中山北路1段口,0,0,1,2,H02,8,1,5,50,4,2,1,5,4,5,7,2,1,1,4,4,2,9,2,72.0,2.0,9.0,3.0,4.0,7.0,20.0,8.0,20.0,10.0,16.0,67.0,43,1.0,22.0,9.0,121.5197971,25.04573801
19913,109,5,13,15,40,2,05中正區,中正區中華路2段與和平西路2段口,0,0,2,1,C03,8,1,5,50,4,2,1,5,4,5,7,1,1,3,4,5,2,12,1,49.0,3.0,10.0,1.0,1.0,7.0,8.0,1.0,10.0,1.0,11.0,7.0,7,1.0,22.0,9.0,121.5054673,25.033371
19914,109,5,13,15,40,2,05中正區,中正區中華路2段與和平西路2段口,0,0,2,2,C03,8,1,5,50,4,2,1,5,4,5,7,1,1,3,4,5,2,12,1,60.0,2.0,8.0,1.0,1.0,7.0,15.0,1.0,10.0,1.0,13.0,44.0,7,1.0,22.0,9.0,121.5054673,25.033371
19915,109,5,13,15,40,2,05中正區,中正區中華路2段與和平西路2段口,0,0,2,3,C03,8,1,5,50,4,2,1,5,4,5,7,1,1,3,4,5,2,12,1,24.0,2.0,9.0,1.0,1.0,7.0,9.0,1.0,10.0,1.0,13.0,44.0,7,1.0,22.0,9.0,121.5054673,25.033371
19931,109,5,13,17,44,2,05中正區,中正區仁愛路2段97號,0,0,1,1,C03,8,1,5,50,14,9,1,5,4,5,7,4,4,1,4,1,2,12,1,21.0,2.0,8.0,3.0,4.0,7.0,7.0,1.0,10.0,1.0,14.0,7.0,7,1.0,22.0,9.0,121.5321073,25.03833035
19932,109,5,13,17,44,2,05中正區,中正區仁愛路2段97號,0,0,1,2,B01,8,1,5,50,14,9,1,5,4,5,7,4,4,1,4,1,2,12,1,67.0,3.0,10.0,3.0,4.0,7.0,9.0,1.0,8.0,1.0,5.0,44.0,7,1.0,22.0,9.0,121.5321073,25.03833035
19935,109,5,13,17,53,2,05中正區,中正區館前路與襄陽路口,0,0,2,1,C03,7,2,5,50,3,1,1,5,4,5,7,2,1,5,4,5,2,16,1,27.0,3.0,10.0,3.0,4.0,7.0,6.0,1.0,10.0,2.0,12.0,9.0,9,1.0,22.0,9.0,121.5150117,25.04341081
19936,109,5,13,17,53,2,05中正區,中正區館前路與襄陽路口,0,0,2,2,C03,7,2,5,50,3,1,1,5,4,5,7,2,1,5,4,5,2,16,2,70.0,2.0,9.0,3.0,4.0,7.0,9.0,3.0,18.0,2.0,14.0,44.0,9,1.0,22.0,9.0,121.5150117,25.04341081
19937,109,5,13,17,53,2,05中正區,中正區館前路與襄陽路口,0,0,2,3,H02,7,2,5,50,3,1,1,5,4,5,7,2,1,5,4,5,2,16,2,25.0,2.0,8.0,3.0,4.0,7.0,20.0,8.0,20.0,10.0,16.0,67.0,9,1.0,22.0,9.0,121.5150117,25.04341081
19955,109,5,13,21,20,2,05中正區,中正區三元街與南海路口,0,0,1,1,C03,8,3,5,50,4,1,1,5,4,5,7,1,1,5,4,5,2,12,1,19.0,3.0,10.0,1.0,1.0,7.0,6.0,1.0,10.0,1.0,12.0,9.0,9,1.0,22.0,9.0,121.5088959,25.02977415
19956,109,5,13,21,20,2,05中正區,中正區三元街與南海路口,0,0,1,2,C03,8,3,5,50,4,1,1,5,4,5,7,1,1,5,4,5,2,12,1,70.0,2.0,9.0,1.0,1.0,7.0,9.0,1.0,10.0,1.0,14.0,44.0,9,1.0,22.0,9.0,121.5088959,25.02977415
19978,109,5,14,5,48,1,05中正區,中正區中華路2段與西藏路口,1,0,0,1,C04,8,1,5,30,4,1,1,5,4,5,7,1,1,5,4,4,2,15,1,45.0,1.0,9.0,1.0,1.0,7.0,9.0,1.0,11.0,9.0,11.0,25.0,25,1.0,22.0,9.0,121.5041676,25.03005066
19979,109,5,14,5,48,1,05中正區,中正區中華路2段與西藏路口,1,0,0,2,B12,8,1,5,30,4,1,1,5,4,5,7,1,1,5,4,4,2,15,1,63.0,3.0,10.0,1.0,1.0,7.0,9.0,6.0,18.0,2.0,4.0,44.0,25,1.0,22.0,9.0,121.5041676,25.03005066
20004,109,5,14,7,54,2,05中正區,中正區金山南路1段與濟南路2段口,0,0,1,1,C03,8,1,5,50,4,1,1,5,4,5,7,1,1,5,5,5,2,16,1,49.0,2.0,8.0,1.0,1.0,7.0,5.0,1.0,10.0,2.0,14.0,8.0,8,1.0,22.0,9.0,121.529309,25.04080152
20005,109,5,14,7,54,2,05中正區,中正區金山南路1段與濟南路2段口,0,0,1,2,C03,8,1,5,50,4,1,1,5,4,5,7,1,1,5,5,5,2,16,1,47.0,3.0,10.0,1.0,1.0,7.0,9.0,1.0,10.0,2.0,12.0,44.0,8,1.0,22.0,9.0,121.529309,25.04080152
20075,109,5,14,13,21,2,05中正區,中正區忠孝東路1段1號,0,0,2,1,C03,8,1,5,40,14,9,1,5,4,5,7,1,1,1,4,4,2,16,1,22.0,2.0,9.0,1.0,1.0,7.0,6.0,1.0,10.0,1.0,12.0,9.0,9,1.0,22.0,9.0,121.5216488,25.04525724
20076,109,5,14,13,21,2,05中正區,中正區忠孝東路1段1號,0,0,2,2,C03,8,1,5,40,14,9,1,5,4,5,7,1,1,1,4,4,2,16,1,20.0,2.0,9.0,1.0,1.0,7.0,9.0,1.0,10.0,1.0,11.0,44.0,9,1.0,22.0,9.0,121.5216488,25.04525724
20098,109,5,14,14,50,2,05中正區,中正區重慶南路2段與重慶南路2段6巷口口,0,0,2,1,C03,8,1,5,50,3,1,1,5,4,5,7,3,1,1,4,5,2,12,1,34.0,2.0,9.0,1.0,1.0,7.0,6.0,1.0,10.0,2.0,12.0,9.0,9,1.0,22.0,9.0,121.5127489,25.03443242
20099,109,5,14,14,50,2,05中正區,中正區重慶南路2段與重慶南路2段6巷口口,0,0,2,2,C03,8,1,5,50,3,1,1,5,4,5,7,3,1,1,4,5,2,12,1,50.0,2.0,9.0,1.0,1.0,7.0,9.0,1.0,10.0,2.0,14.0,14.0,9,1.0,22.0,9.0,121.5127489,25.03443242
20100,109,5,14,14,50,2,05中正區,中正區重慶南路2段與重慶南路2段6巷口口,0,0,2,3,H02,8,1,5,50,3,1,1,5,4,5,7,3,1,1,4,5,2,12,2,71.0,4.0,11.0,1.0,5.0,7.0,20.0,8.0,20.0,10.0,16.0,67.0,9,1.0,22.0,9.0,121.5127489,25.03443242
20112,109,5,14,16,25,2,05中正區,中正區南海路與湖口街口口,0,0,1,1,B03,8,1,5,30,3,1,1,5,4,1,7,4,4,10,4,5,1,17,2,47.0,3.0,10.0,1.0,1.0,7.0,8.0,1.0,8.0,2.0,2.0,6.0,6,1.0,22.0,9.0,121.5155441,25.03218541
20113,109,5,14,16,25,2,05中正區,中正區南海路與湖口街口口,0,0,1,2,C03,8,1,5,30,3,1,1,5,4,1,7,4,4,10,4,5,1,17,1,25.0,2.0,9.0,1.0,1.0,7.0,9.0,1.0,10.0,2.0,14.0,13.0,6,1.0,22.0,9.0,121.5155441,25.03218541
20132,109,5,14,19,55,2,05中正區,中正區仁愛路2段與連雲街口,0,0,1,1,B03,8,3,5,50,4,2,1,5,4,5,7,1,1,1,4,1,2,17,1,57.0,3.0,10.0,1.0,1.0,7.0,7.0,1.0,8.0,2.0,4.0,7.0,7,1.0,22.0,9.0,121.5322964,25.03803978
20133,109,5,14,19,55,2,05中正區,中正區仁愛路2段與連雲街口,0,0,1,2,C03,8,3,5,50,4,2,1,5,4,5,7,1,1,1,4,1,2,17,1,46.0,2.0,1.0,1.0,1.0,7.0,9.0,1.0,10.0,9.0,12.0,44.0,7,1.0,22.0,9.0,121.5322964,25.03803978
20134,109,5,14,19,55,2,05中正區,中正區仁愛路2段與連雲街口,0,0,1,3,B03,8,3,5,50,4,2,1,5,4,5,7,1,1,1,4,1,2,17,2,28.0,3.0,10.0,3.0,4.0,7.0,13.0,1.0,8.0,9.0,15.0,38.0,7,1.0,22.0,9.0,121.5322964,25.03803978
20135,109,5,14,19,55,2,05中正區,中正區仁愛路2段與連雲街口,0,0,1,4,B12,8,3,5,50,4,2,1,5,4,5,7,1,1,1,4,1,2,17,1,29.0,3.0,10.0,3.0,4.0,7.0,13.0,1.0,8.0,9.0,15.0,44.0,7,1.0,22.0,9.0,121.5322964,25.03803978
20247,109,5,15,13,40,2,05中正區,中正區羅斯福路1段與潮州街3巷口,0,0,2,1,C03,8,1,5,30,5,1,1,5,4,5,7,2,1,10,5,5,2,3,1,30.0,2.0,9.0,1.0,3.0,7.0,9.0,1.0,10.0,2.0,11.0,15.0,15,1.0,22.0,9.0,121.5205948,25.0298335
20248,109,5,15,13,40,2,05中正區,中正區羅斯福路1段與潮州街3巷口,0,0,2,2,H01,8,1,5,30,5,1,1,5,4,5,7,2,1,10,5,5,2,3,2,69.0,2.0,1.0,4.0,5.0,8.0,16.0,8.0,20.0,10.0,16.0,52.0,15,1.0,22.0,9.0,121.5205948,25.0298335
20259,109,5,15,14,20,2,05中正區,中正區林森北路與市民大道1段口,0,0,1,1,F01,8,1,5,50,4,2,1,5,4,5,7,1,1,9,4,5,1,15,1,50.0,3.0,10.0,4.0,1.0,7.0,1.0,8.0,20.0,2.0,16.0,26.0,26,1.0,22.0,9.0,121.5241838,25.04769177
20260,109,5,15,14,20,2,05中正區,中正區林森北路與市民大道1段口,0,0,1,2,B03,8,1,5,50,4,2,1,5,4,5,7,1,1,9,4,5,1,15,1,33.0,3.0,10.0,1.0,1.0,7.0,14.0,1.0,8.0,2.0,2.0,44.0,26,1.0,22.0,9.0,121.5241838,25.04769177
20261,109,5,15,14,20,2,05中正區,中正區林森北路與市民大道1段口,0,0,1,3,C03,8,1,5,50,4,2,1,5,4,5,7,1,1,9,4,5,1,15,1,47.0,2.0,8.0,1.0,1.0,7.0,9.0,1.0,10.0,2.0,11.0,44.0,26,1.0,22.0,9.0,121.5241838,25.04769177
